tree_dbh,status,health,spc_common,latitude,longitude
5,Alive,Good,yellow,40.80558472,-73.95423631
3,Alive,Good,yellow,40.78547752,-73.94293517
5,Alive,Good,yellow,40.73988718,-73.99706894
5,Alive,Fair,yellow,40.86958075,-73.91608948
4,Alive,Good,yellow,40.77651964,-73.98281957
3,Alive,Good,yellow,40.80296221,-73.94080065
4,Alive,Good,yellow,40.84783407,-73.93612634
6,Alive,Good,yellow,40.73008264,-73.99778924
3,Alive,Good,yellow,40.80273449,-73.94096782
12,Alive,Good,yellow,40.79053328,-73.95372998
5,Alive,Good,yellow,40.76961552,-73.98170283
2,Alive,Poor,yellow,40.84838955,-73.93578769
4,Alive,Good,yellow,40.76946813,-73.98135541
8,Alive,Good,yellow,40.80715636,-73.95575189
16,Alive,Good,yellow,40.73690585,-73.98174092
7,Alive,Good,yellow,40.72958479,-73.99777281
5,Alive,Good,yellow,40.74096528,-74.00311821
10,Alive,Good,yellow,40.74238164,-74.00417235
7,Alive,Good,yellow,40.76049104,-73.96034336
5,Alive,Fair,yellow,40.72984385,-74.00156823
4,Alive,Good,yellow,40.72992693,-73.9984509
8,Alive,Fair,yellow,40.77492019,-73.98291385
8,Alive,Good,yellow,40.74033597,-73.999674
10,Alive,Good,yellow,40.73513865,-74.00482276
7,Alive,Good,yellow,40.76068613,-73.96080537
10,Alive,Good,yellow,40.78186509,-73.95373307
13,Alive,Good,yellow,40.73878702,-74.00580476
7,Alive,Good,yellow,40.73053429,-74.00195326
10,Alive,Good,yellow,40.73692338,-73.98653192
7,Alive,Good,yellow,40.73686473,-73.98657442
8,Alive,Good,yellow,40.78476199,-73.9497912
8,Alive,Good,yellow,40.72981214,-73.99855238
9,Alive,Good,yellow,40.73878733,-74.00535942
11,Alive,Fair,yellow,40.78534589,-73.94189962
9,Alive,Good,yellow,40.74233673,-74.00420426
14,Alive,Good,yellow,40.82486747,-73.94799753
12,Alive,Good,yellow,40.7759449,-73.98313615
10,Alive,Good,yellow,40.77531348,-73.98164907
11,Alive,Good,yellow,40.73635667,-73.99426633
8,Alive,Good,yellow,40.73981761,-73.99690427
8,Alive,Fair,yellow,40.77497627,-73.98304758
16,Alive,Fair,yellow,40.72858787,-73.9984165
13,Alive,Fair,yellow,40.72847238,-73.99851395
4,Alive,Good,yellow,40.78644748,-73.95208866
4,Alive,Good,yellow,40.80288828,-73.9385886
9,Alive,Good,yellow,40.77524702,-73.98149112
3,Alive,Good,yellow,40.80302213,-73.94075666
9,Alive,Fair,yellow,40.78511798,-73.94303766
4,Alive,Good,yellow,40.77011884,-73.98122092
8,Alive,Good,yellow,40.73878686,-74.00513894
5,Alive,Good,yellow,40.87218653,-73.91663662
7,Alive,Good,yellow,40.7297578,-73.99762751
12,Alive,Good,yellow,40.78794775,-73.95392461
7,Alive,Fair,yellow,40.76059205,-73.96058257
10,Alive,Good,yellow,40.77534658,-73.98172772
6,Alive,Good,yellow,40.73878728,-74.00626304
9,Alive,Fair,yellow,40.77506948,-73.98326982
4,Alive,Fair,yellow,40.80732278,-73.9415011
4,Alive,Good,yellow,40.73004992,-73.99834216
9,Alive,Good,yellow,40.78553145,-73.94289559
4,Alive,Good,yellow,40.77002046,-73.98098719
14,Alive,Good,yellow,40.7670394,-73.97086957
4,Alive,Good,yellow,40.76943336,-73.98127345
6,Alive,Good,yellow,40.78497934,-73.94963301
7,Alive,Fair,yellow,40.78505254,-73.94288266
6,Alive,Fair,yellow,40.7750354,-73.98318857
4,Alive,Good,yellow,40.84754758,-73.93545938
7,Alive,Good,yellow,40.74211136,-74.00207173
4,Alive,Good,yellow,40.84772326,-73.93586836
10,Alive,Good,yellow,40.8072115,-73.94158408
11,Alive,Good,yellow,40.80368585,-73.94234556
19,Alive,Good,yellow,40.80347558,-73.94249902
11,Alive,Good,yellow,40.73447435,-73.99878262
4,Alive,Good,yellow,40.73017678,-73.99823
10,Alive,Fair,yellow,40.7751009,-73.98334474
7,Alive,Good,yellow,40.72987576,-73.99752844
5,Alive,Good,yellow,40.76046279,-73.96027646
11,Alive,Good,yellow,40.79059584,-73.95368481
16,Alive,Good,yellow,40.80489319,-73.94146434
5,Alive,Good,yellow,40.76958208,-73.98162402
7,Alive,Good,yellow,40.74157771,-74.00134171
11,Alive,Good,yellow,40.73761268,-73.98438964
3,Alive,Good,yellow,40.72659623,-74.00689378
5,Alive,Good,yellow,40.73010497,-73.99783556
8,Alive,Good,yellow,40.78441098,-73.95166449
14,Alive,Good,yellow,40.76902269,-73.96283869
8,Alive,Good,yellow,40.78508533,-73.94296032
5,Alive,Good,yellow,40.7299845,-73.99758565
12,Alive,Good,yellow,40.76720008,-73.97075192
5,Alive,Good,yellow,40.7860021,-73.95349724
3,Alive,Fair,yellow,40.7649521,-73.9573303
9,Alive,Good,yellow,40.72987045,-73.99850084
4,Alive,Good,yellow,40.77005303,-73.98106458
6,Alive,Good,yellow,40.77525828,-73.98372
4,Alive,Good,yellow,40.84817836,-73.93528559
18,Alive,Good,yellow,40.80427248,-73.94191739
10,Alive,Fair,yellow,40.76508167,-73.95763785
4,Alive,Good,yellow,40.833953,-73.94064097
12,Alive,Fair,yellow,40.83340148,-73.93958761
10,Alive,Good,yellow,40.77491652,-73.98418546
15,Alive,Fair,yellow,40.83355876,-73.93996532
13,Alive,Fair,yellow,40.76775711,-73.95366302
9,Alive,Good,yellow,40.80339733,-73.94255613
13,Alive,Good,yellow,40.86896115,-73.92248463
11,Alive,Fair,yellow,40.76786664,-73.95392246
9,Alive,Good,yellow,40.85220068,-73.93148929
11,Alive,Fair,yellow,40.76772219,-73.95358033
6,Alive,Good,yellow,40.76054488,-73.96047085
5,Alive,Good,yellow,40.76998031,-73.98089181
5,Alive,Fair,yellow,40.77522354,-73.98363717
21,Alive,Good,yellow,40.80441073,-73.94181648
17,Alive,Good,yellow,40.76768648,-73.95349575
12,Alive,Fair,yellow,40.76779282,-73.95374761
10,Alive,Good,yellow,40.72991414,-73.97490524
4,Alive,Fair,yellow,40.83400853,-73.94077232
12,Alive,Good,yellow,40.73155961,-73.99273065
13,Alive,Good,yellow,40.86910534,-73.92245251
6,Alive,Good,yellow,40.72996246,-73.99753993
18,Alive,Good,yellow,40.80434256,-73.94186624
11,Alive,Good,yellow,40.85214192,-73.93153161
4,Alive,Good,yellow,40.73918824,-73.98812493
3,Alive,Good,yellow,40.72660466,-74.00698329
11,Alive,Fair,yellow,40.76802467,-73.95429678
20,Alive,Fair,yellow,40.7650375,-73.95753302
4,Alive,Fair,yellow,40.83388972,-73.94074676
13,Alive,Good,yellow,40.86897533,-73.92281347
11,Alive,Good,yellow,40.73188452,-73.98233478
10,Alive,Good,yellow,40.73080748,-73.99094265
13,Alive,Good,yellow,40.73282268,-73.98445759
13,Alive,Good,yellow,40.77519055,-73.9794104
6,Alive,Fair,yellow,40.77479105,-73.98260594
7,Alive,Good,yellow,40.76043641,-73.96021397
12,Alive,Fair,yellow,40.76797244,-73.95417306
11,Alive,Good,yellow,40.79065888,-73.95363929
8,Alive,Good,yellow,40.85200465,-73.93163045
2,Alive,Poor,yellow,40.83395136,-73.94089349
3,Alive,Good,yellow,40.72690825,-74.00546501
9,Alive,Good,yellow,40.87117123,-73.91565369
5,Alive,Good,yellow,40.83284606,-73.94019552
3,Alive,Good,yellow,40.7269917,-74.00545249
19,Alive,Good,yellow,40.83335213,-73.9394691
10,Alive,Good,yellow,40.79941175,-73.95326704
7,Alive,Good,yellow,40.73173685,-73.99315101
16,Alive,Fair,yellow,40.8329083,-73.9403418
4,Alive,Good,yellow,40.72667591,-74.00549989
4,Alive,Fair,yellow,40.73141997,-73.99269319
10,Alive,Good,yellow,40.84935744,-73.93521245
11,Alive,Good,yellow,40.73512526,-73.98548576
10,Alive,Good,yellow,40.73187164,-73.9934707
8,Alive,Good,yellow,40.73194201,-73.98229251
13,Alive,Good,yellow,40.79950728,-73.95349386
10,Alive,Good,yellow,40.73006547,-74.00209905
4,Alive,Good,yellow,40.85222412,-73.93128368
8,Alive,Good,yellow,40.82533127,-73.95102575
10,Alive,Fair,yellow,40.78160217,-73.97887956
7,Alive,Good,yellow,40.82546249,-73.95092897
10,Alive,Good,yellow,40.76715246,-73.97005045
12,Alive,Good,yellow,40.73253355,-73.98466948
3,Alive,Good,yellow,40.82554774,-73.9508661
7,Alive,Good,yellow,40.73180355,-73.98239432
8,Alive,Good,yellow,40.74048893,-74.00031081
2,Alive,Good,yellow,40.752089,-74.00451593
11,Alive,Good,yellow,40.7366393,-73.98457961
6,Alive,Good,yellow,40.73012891,-74.00206281
5,Alive,Good,yellow,40.78688557,-73.94332563
10,Alive,Good,yellow,40.7407319,-74.00088796
3,Alive,Fair,yellow,40.75214805,-74.00447287
4,Alive,Good,yellow,40.76629593,-73.95724671
10,Alive,Good,yellow,40.72997224,-73.97486291
10,Alive,Good,yellow,40.7316453,-73.99293389
7,Alive,Good,yellow,40.73169294,-73.99304687
15,Alive,Good,yellow,40.83352667,-73.93962729
13,Alive,Fair,yellow,40.7305379,-74.00024863
3,Alive,Good,yellow,40.75154943,-74.00347338
7,Alive,Good,yellow,40.7547703,-73.97202861
14,Alive,Fair,yellow,40.83364911,-73.93991557
9,Alive,Good,yellow,40.83590422,-73.94458616
5,Alive,Good,yellow,40.78684707,-73.94323315
12,Alive,Good,yellow,40.73536681,-73.9855042
10,Alive,Good,yellow,40.73558086,-73.98534647
10,Alive,Good,yellow,40.83583258,-73.94456923
12,Alive,Fair,yellow,40.78566607,-73.95342568
3,Alive,Good,yellow,40.78114718,-73.98106906
3,Alive,Good,yellow,40.75151886,-74.00340075
14,Alive,Fair,yellow,40.83289354,-73.9400594
2,Alive,Fair,yellow,40.72825411,-74.00226516
2,Alive,Good,yellow,40.76618289,-73.95732846
4,Alive,Good,yellow,40.78694253,-73.94346246
10,Alive,Good,yellow,40.78108252,-73.98109204
2,Alive,Good,yellow,40.75226903,-74.00438465
14,Alive,Good,yellow,40.73441571,-73.98227393
14,Alive,Good,yellow,40.75356192,-74.00662507
13,Alive,Good,yellow,40.73168857,-73.98247887
8,Alive,Good,yellow,40.7998314,-73.95426342
14,Alive,Good,yellow,40.83296706,-73.94023298
6,Alive,Fair,yellow,40.75479298,-73.9720117
9,Alive,Good,yellow,40.8359691,-73.94459433
8,Alive,Good,yellow,40.85029296,-73.93472491
2,Alive,Poor,yellow,40.72820979,-74.00217351
2,Alive,Good,yellow,40.75232904,-74.00434089
13,Alive,Good,yellow,40.75350867,-74.00649881
11,Alive,Good,yellow,40.73505546,-73.98558491
8,Alive,Good,yellow,40.84927488,-73.93527279
9,Alive,Good,yellow,40.82432451,-73.94961484
15,Alive,Good,yellow,40.8060507,-73.94337909
5,Alive,Good,yellow,40.73417228,-73.98322887
14,Alive,Good,yellow,40.83619645,-73.94428246
8,Alive,Fair,yellow,40.72975499,-73.99887458
2,Alive,Good,yellow,40.75125539,-74.00277489
15,Alive,Good,yellow,40.72948649,-73.97761083
17,Alive,Good,yellow,40.83341844,-73.93937244
3,Alive,Good,yellow,40.75145558,-74.00325044
13,Alive,Good,yellow,40.7345431,-73.98257715
14,Alive,Good,yellow,40.73528828,-73.98556207
10,Alive,Fair,yellow,40.73057731,-74.00032942
10,Alive,Good,yellow,40.73652929,-73.98518788
10,Alive,Good,yellow,40.73246475,-73.9847199
6,Alive,Good,yellow,40.7572564,-73.9602483
11,Alive,Good,yellow,40.79987132,-73.95435819
2,Alive,Good,yellow,40.75220902,-74.00442841
11,Alive,Good,yellow,40.86819971,-73.92376929
3,Alive,Good,yellow,40.76719879,-73.97016031
2,Alive,Good,yellow,40.75128916,-74.00285509
3,Alive,Fair,yellow,40.75140241,-74.00312413
3,Alive,Good,yellow,40.75169475,-74.00218066
3,Alive,Good,yellow,40.80624554,-73.94383828
17,Alive,Fair,yellow,40.75307737,-74.00547613
8,Alive,Fair,yellow,40.73384381,-73.98244592
15,Alive,Good,yellow,40.73649675,-73.97823941
13,Alive,Good,yellow,40.73642414,-73.97806418
14,Alive,Good,yellow,40.75340218,-74.0062463
17,Alive,Good,yellow,40.72952086,-73.97769221
9,Alive,Good,yellow,40.86027122,-73.92059554
11,Alive,Good,yellow,40.73498982,-73.98577875
8,Alive,Good,yellow,40.73489887,-73.98584439
12,Alive,Good,yellow,40.83421861,-73.94029095
10,Alive,Fair,yellow,40.72750722,-74.00075109
14,Alive,Fair,yellow,40.80610249,-73.94350114
14,Alive,Good,yellow,40.86016737,-73.92034441
12,Alive,Good,yellow,40.73050898,-73.99841294
7,Alive,Good,yellow,40.78091061,-73.98091692
6,Alive,Good,yellow,40.75238584,-74.00381949
3,Alive,Good,yellow,40.75133595,-74.00296625
15,Alive,Good,yellow,40.73423392,-73.9818412
11,Alive,Good,yellow,40.73656582,-73.97840609
16,Alive,Good,yellow,40.86038412,-73.92086857
8,Alive,Good,yellow,40.72754203,-74.00082205
13,Alive,Good,yellow,40.75280926,-74.00484043
13,Alive,Good,yellow,40.75270276,-74.00458792
12,Alive,Poor,yellow,40.87125649,-73.91554307
12,Alive,Good,yellow,40.7305432,-73.99578841
4,Alive,Good,yellow,40.73409603,-73.97828829
13,Alive,Good,yellow,40.72927888,-73.97711939
3,Alive,Good,yellow,40.75244654,-74.00396342
10,Alive,Good,yellow,40.73645999,-73.97815069
10,Alive,Fair,yellow,40.87149292,-73.91669972
6,Alive,Good,yellow,40.76645153,-73.96943436
2,Alive,Good,yellow,40.75239001,-74.00429643
9,Alive,Fair,yellow,40.72971645,-73.99879563
10,Alive,Good,yellow,40.73629204,-73.97774541
3,Alive,Good,yellow,40.82432794,-73.94743016
3,Alive,Good,yellow,40.75245002,-74.00425267
12,Alive,Good,yellow,40.73393933,-73.98113999
12,Alive,Good,yellow,40.75361544,-74.00675196
14,Alive,Good,yellow,40.75286304,-74.00496795
8,Alive,Good,yellow,40.73638947,-73.97798053
11,Alive,Fair,yellow,40.73063631,-73.99867251
8,Alive,Good,yellow,40.73803018,-73.98692781
18,Alive,Good,yellow,40.72877077,-73.97591667
11,Alive,Good,yellow,40.82751257,-73.9460641
11,Alive,Good,yellow,40.73628549,-73.97863772
6,Alive,Fair,yellow,40.75692059,-73.97712602
10,Alive,Good,yellow,40.73405788,-73.9781981
4,Alive,Good,yellow,40.7802917,-73.98053115
9,Alive,Good,yellow,40.7806287,-73.98122598
12,Alive,Good,yellow,40.72938028,-73.97735943
2,Alive,Good,yellow,40.75247955,-74.00404171
11,Alive,Good,yellow,40.75345543,-74.00637255
16,Alive,Poor,yellow,40.75313115,-74.00560365
11,Alive,Good,yellow,40.73394531,-73.97793194
13,Alive,Good,yellow,40.72884033,-73.97608132
9,Alive,Good,yellow,40.78084107,-73.98103159
15,Alive,Fair,yellow,40.83400008,-73.94038544
13,Alive,Good,yellow,40.73059377,-73.99858578
10,Alive,Fair,yellow,40.72719904,-73.99977421
10,Alive,Good,yellow,40.82742375,-73.94612892
3,Alive,Good,yellow,40.75844802,-73.98075515
8,Alive,Good,yellow,40.80651556,-73.94057547
11,Alive,Good,yellow,40.73613749,-73.97737246
13,Alive,Good,yellow,40.72917494,-73.97687336
11,Alive,Fair,yellow,40.82429019,-73.94734121
20,Alive,Good,yellow,40.80698583,-73.94558297
8,Alive,Good,yellow,40.80641635,-73.9403381
11,Alive,Good,yellow,40.82391587,-73.94904635
3,Alive,Good,yellow,40.82737094,-73.94616747
3,Alive,Good,yellow,40.74197056,-73.99705403
7,Alive,Good,yellow,40.75690019,-73.97707733
2,Alive,Fair,yellow,40.73478952,-74.00199642
15,Alive,Good,yellow,40.8242254,-73.94718854
17,Alive,Good,yellow,40.728946,-73.97633145
12,Alive,Good,yellow,40.72887631,-73.97616648
10,Alive,Poor,yellow,40.82292757,-73.95185024
10,Alive,Fair,yellow,40.82288227,-73.94787908
8,Alive,Fair,yellow,40.78076179,-73.98084542
11,Alive,Good,yellow,40.73616403,-73.97872772
3,Alive,Good,yellow,40.75190275,-74.0043127
5,Alive,Fair,yellow,40.80735926,-73.94476368
12,Alive,Good,yellow,40.78230488,-73.97906532
10,Alive,Fair,yellow,40.73063154,-74.00044058
4,Alive,Fair,yellow,40.78614945,-73.95482172
7,Alive,Fair,yellow,40.80711216,-73.94417657
10,Alive,Good,yellow,40.73436053,-73.97891365
11,Alive,Good,yellow,40.73450685,-73.9792596
7,Alive,Fair,yellow,40.80681265,-73.94346497
9,Alive,Good,yellow,40.73420367,-73.97854279
12,Alive,Good,yellow,40.82318738,-73.94922206
4,Alive,Good,yellow,40.78773564,-73.95366838
18,Alive,Good,yellow,40.73145994,-73.99095245
10,Alive,Good,yellow,40.78067546,-73.98121321
21,Alive,Good,yellow,40.80680116,-73.94514774
13,Alive,Good,yellow,40.83410231,-73.94034124
8,Alive,Good,yellow,40.78085571,-73.98078563
10,Alive,Good,yellow,40.73399173,-73.97804168
10,Alive,Good,yellow,40.73402507,-73.97812052
11,Alive,Good,yellow,40.73415884,-73.97836624
15,Alive,Good,yellow,40.7293483,-73.97728373
4,Alive,Good,yellow,40.78045017,-73.98041645
4,Alive,Good,yellow,40.74274618,-74.00419935
13,Alive,Good,yellow,40.72931219,-73.97719825
12,Alive,Good,yellow,40.7808394,-73.98116848
8,Alive,Good,yellow,40.78079318,-73.98118109
9,Alive,Poor,yellow,40.7511195,-73.99779873
3,Alive,Good,yellow,40.74191675,-73.99709313
13,Alive,Good,yellow,40.72891215,-73.97625133
6,Alive,Good,yellow,40.78623048,-73.95476377
17,Alive,Good,yellow,40.8232193,-73.9486717
12,Alive,Good,yellow,40.72942119,-73.97745627
18,Alive,Good,yellow,40.82486208,-73.94697932
4,Alive,Good,yellow,40.78023494,-73.98057223
12,Alive,Good,yellow,40.72881021,-73.97601003
13,Alive,Good,yellow,40.72873732,-73.9758375
2,Alive,Good,yellow,40.75193599,-74.00439165
10,Alive,Fair,yellow,40.82319546,-73.94886716
4,Alive,Fair,yellow,40.78870179,-73.95349727
9,Alive,Good,yellow,40.73537071,-73.98632884
10,Alive,Good,yellow,40.82288227,-73.9494484
6,Alive,Fair,yellow,40.78892327,-73.95401701
10,Alive,Good,yellow,40.82325838,-73.95036072
8,Alive,Fair,yellow,40.80720738,-73.94440282
3,Alive,Good,yellow,40.76517496,-73.95483184
11,Alive,Good,yellow,40.78058188,-73.98042299
4,Alive,Good,yellow,40.78222826,-73.97912106
13,Alive,Good,yellow,40.73540709,-73.97927733
18,Alive,Good,yellow,40.73140188,-73.99081324
11,Alive,Good,yellow,40.77631876,-73.98316448
7,Alive,Good,yellow,40.73416873,-73.97846016
11,Alive,Good,yellow,40.73423915,-73.97862667
2,Alive,Good,yellow,40.74206136,-73.99698803
7,Alive,Good,yellow,40.78079009,-73.98091189
11,Alive,Good,yellow,40.73427543,-73.97871245
3,Alive,Good,yellow,40.82295177,-73.95087514
9,Alive,Good,yellow,40.72924596,-73.97704148
8,Alive,Good,yellow,40.78063434,-73.98054616
3,Alive,Good,yellow,40.75161191,-74.00362179
11,Alive,Good,yellow,40.80625773,-73.94035649
6,Alive,Fair,yellow,40.82299378,-73.95080371
3,Alive,Good,yellow,40.7516462,-74.00370326
3,Alive,Good,yellow,40.75186952,-74.00423376
11,Alive,Good,yellow,40.82313669,-73.94925967
15,Alive,Good,yellow,40.82594216,-73.94540854
3,Alive,Good,yellow,40.77621014,-73.98324333
9,Alive,Good,yellow,40.82505551,-73.9494179
2,Alive,Good,yellow,40.82553894,-73.9505722
17,Alive,Good,yellow,40.82606453,-73.94544685
0,Alive,Good,yellow,40.7671261,-73.96998794
3,Alive,Fair,yellow,40.76472037,-73.95516352
7,Alive,Good,yellow,40.7876543,-73.95372708
6,Alive,Fair,yellow,40.78886153,-73.95387211
4,Alive,Good,yellow,40.74268829,-74.00424068
3,Alive,Good,yellow,40.75157921,-74.00354411
12,Alive,Good,yellow,40.78371358,-73.95195669
5,Alive,Fair,yellow,40.80644903,-73.94260108
10,Alive,Fair,yellow,40.82295496,-73.94939447
7,Alive,Good,yellow,40.8206725,-73.95424817
9,Alive,Good,yellow,40.77689075,-73.97903051
8,Alive,Good,yellow,40.82304693,-73.95239333
4,Alive,Good,yellow,40.82510348,-73.94953245
15,Alive,Good,yellow,40.82575023,-73.94689288
11,Alive,Good,yellow,40.78388079,-73.95403112
11,Alive,Poor,yellow,40.86754277,-73.91819405
6,Alive,Good,yellow,40.72714171,-73.99180434
6,Alive,Good,yellow,40.78081598,-73.98097268
3,Alive,Fair,yellow,40.80730925,-73.94464487
3,Alive,Fair,yellow,40.76503479,-73.95493411
10,Alive,Good,yellow,40.78745985,-73.95386739
10,Alive,Good,yellow,40.82252281,-73.94923227
11,Alive,Good,yellow,40.82330025,-73.95028916
10,Alive,Good,yellow,40.7353319,-73.97946796
13,Alive,Good,yellow,40.82300231,-73.94935935
11,Alive,Good,yellow,40.78556902,-73.95220913
2,Alive,Good,yellow,40.78568233,-73.9524791
11,Alive,Good,yellow,40.73622428,-73.97868308
18,Alive,Good,yellow,40.73148792,-73.99101952
9,Alive,Good,yellow,40.82308017,-73.95247235
11,Alive,Good,yellow,40.73533347,-73.97937965
7,Alive,Good,yellow,40.72718353,-73.9918891
12,Alive,Good,yellow,40.86008662,-73.92045909
7,Alive,Fair,yellow,40.80713902,-73.9442404
6,Alive,Fair,yellow,40.80688128,-73.94362802
11,Alive,Fair,yellow,40.82665852,-73.94642678
8,Alive,Good,yellow,40.78571921,-73.95256698
11,Alive,Good,yellow,40.82657336,-73.94648984
5,Alive,Good,yellow,40.82233299,-73.94783674
10,Alive,Good,yellow,40.82307096,-73.94730133
14,Alive,Good,yellow,40.82490358,-73.94707711
11,Alive,Good,yellow,40.73453966,-73.97933718
3,Alive,Fair,yellow,40.76486678,-73.9550567
2,Alive,Good,yellow,40.82279381,-73.95114368
9,Alive,Good,yellow,40.76651073,-73.96939092
8,Alive,Good,yellow,40.78609351,-73.95486174
8,Alive,Good,yellow,40.73431278,-73.97880075
11,Alive,Good,yellow,40.73443749,-73.97909561
11,Alive,Good,yellow,40.82321652,-73.95043229
4,Alive,Fair,yellow,40.82302738,-73.95074658
8,Alive,Good,yellow,40.74207401,-73.99278988
3,Alive,Good,yellow,40.76447652,-73.95534144
11,Alive,Good,yellow,40.77642811,-73.98308511
12,Alive,Good,yellow,40.81886572,-73.95054893
10,Alive,Fair,yellow,40.82205956,-73.94454113
11,Alive,Fair,yellow,40.82692454,-73.94622979
9,Alive,Good,yellow,40.82185455,-73.9481699
9,Alive,Fair,yellow,40.76567716,-73.96049441
10,Alive,Good,yellow,40.86455114,-73.9216258
17,Alive,Good,yellow,40.82570781,-73.94679163
9,Alive,Good,yellow,40.77693642,-73.97899664
8,Alive,Fair,yellow,40.82282382,-73.94798702
11,Alive,Good,yellow,40.76599269,-73.96026841
7,Alive,Poor,yellow,40.76576104,-73.96043433
10,Alive,Good,yellow,40.82181321,-73.94819991
9,Alive,Good,yellow,40.74215493,-73.9929826
9,Alive,Good,yellow,40.82518114,-73.94971787
11,Alive,Good,yellow,40.8285246,-73.94286309
10,Alive,Good,yellow,40.86486694,-73.92182859
6,Alive,Fair,yellow,40.82211542,-73.94451498
9,Alive,Good,yellow,40.82943383,-73.94763832
3,Alive,Good,yellow,40.82904934,-73.94672573
12,Alive,Good,yellow,40.81876065,-73.95062584
11,Alive,Good,yellow,40.76152677,-73.95749533
10,Alive,Good,yellow,40.82367252,-73.95168165
11,Alive,Good,yellow,40.82363924,-73.95160265
6,Alive,Good,yellow,40.82355902,-73.94895345
8,Alive,Fair,yellow,40.7908933,-73.95312804
10,Alive,Fair,yellow,40.82198095,-73.94457793
14,Alive,Good,yellow,40.72414147,-73.97915164
12,Alive,Good,yellow,40.82847439,-73.94294901
7,Alive,Good,yellow,40.77529169,-73.98379966
9,Alive,Good,yellow,40.81959663,-73.95001393
16,Alive,Good,yellow,40.81918908,-73.95031225
11,Alive,Good,yellow,40.7364916,-73.97848499
13,Alive,Good,yellow,40.78486292,-73.95248013
10,Alive,Good,yellow,40.78477077,-73.95407944
11,Alive,Good,yellow,40.82005746,-73.9494872
8,Alive,Good,yellow,40.73476943,-73.98593782
8,Alive,Good,yellow,40.7601081,-73.96108639
9,Alive,Good,yellow,40.73605923,-73.9771836
7,Alive,Good,yellow,40.74202678,-73.99267742
16,Alive,Good,yellow,40.81898806,-73.95045939
12,Alive,Good,yellow,40.8270428,-73.94640671
4,Alive,Good,yellow,40.75159357,-74.00165232
10,Alive,Good,yellow,40.82294054,-73.95214047
5,Alive,Good,yellow,40.76085966,-73.95798044
10,Alive,Good,yellow,40.82379898,-73.94877655
15,Alive,Fair,yellow,40.722712,-73.98133426
11,Alive,Good,yellow,40.78649048,-73.95439876
4,Alive,Good,yellow,40.82157498,-73.94469136
14,Alive,Good,yellow,40.76071604,-73.95808788
12,Alive,Good,yellow,40.82372617,-73.94883022
11,Alive,Fair,yellow,40.79081672,-73.95294606
12,Alive,Good,yellow,40.81974392,-73.94990612
11,Alive,Good,yellow,40.78473783,-73.95186513
8,Alive,Fair,yellow,40.86412974,-73.926242
5,Alive,Good,yellow,40.75164928,-74.00178504
11,Alive,Good,yellow,40.81967524,-73.94976444
12,Alive,Good,yellow,40.81919927,-73.9501097
8,Alive,Good,yellow,40.82948202,-73.94775271
4,Alive,Fair,yellow,40.82203504,-73.95194424
3,Alive,Good,yellow,40.77567975,-73.98249357
8,Alive,Good,yellow,40.82269985,-73.95110648
12,Alive,Good,yellow,40.81964413,-73.94997916
13,Alive,Good,yellow,40.81928359,-73.95024307
9,Alive,Good,yellow,40.82218111,-73.94448423
21,Alive,Fair,yellow,40.74635494,-73.99691291
4,Alive,Good,yellow,40.74233903,-73.99678435
12,Alive,Good,yellow,40.78504895,-73.95163826
13,Alive,Good,yellow,40.73554119,-73.9791808
9,Alive,Fair,yellow,40.79085846,-73.95304526
2,Alive,Good,yellow,40.72357598,-73.97621543
9,Alive,Fair,yellow,40.86404823,-73.92618996
11,Alive,Good,yellow,40.73547354,-73.9792295
9,Alive,Good,yellow,40.74211434,-73.99288592
7,Alive,Good,yellow,40.73878138,-73.98869771
5,Alive,Good,yellow,40.82762539,-73.94598175
13,Alive,Good,yellow,40.80541199,-73.9396624
10,Alive,Good,yellow,40.81948774,-73.94990045
10,Alive,Fair,yellow,40.82235577,-73.95075095
12,Alive,Good,yellow,40.76145433,-73.95754831
11,Alive,Good,yellow,40.78740113,-73.95390977
9,Alive,Fair,yellow,40.76591749,-73.96032228
11,Alive,Fair,yellow,40.82223955,-73.94445687
12,Alive,Good,yellow,40.81979141,-73.94987135
11,Alive,Good,yellow,40.8185889,-73.95075156
9,Alive,Fair,yellow,40.78633629,-73.95403144
10,Alive,Good,yellow,40.8199613,-73.94955694
10,Alive,Good,yellow,40.81989159,-73.94960751
11,Alive,Good,yellow,40.82345025,-73.9498242
10,Alive,Good,yellow,40.82172293,-73.94844585
9,Alive,Poor,yellow,40.82273525,-73.9510466
13,Alive,Good,yellow,40.81957668,-73.94983594
13,Alive,Good,yellow,40.73657338,-73.97842439
15,Alive,Good,yellow,40.78478479,-73.95229517
15,Alive,Good,yellow,40.72476155,-73.98242213
11,Alive,Fair,yellow,40.72648745,-73.97915867
11,Alive,Fair,yellow,40.76136653,-73.95761252
3,Alive,Good,yellow,40.80561093,-73.9401285
6,Alive,Good,yellow,40.74591235,-74.00774145
8,Alive,Good,yellow,40.823645,-73.95225624
9,Alive,Fair,yellow,40.78637875,-73.9541326
14,Alive,Good,yellow,40.73577402,-73.97649537
10,Alive,Good,yellow,40.78497299,-73.95393226
8,Alive,Fair,yellow,40.72645372,-73.97907847
6,Alive,Fair,yellow,40.76143807,-73.96357437
9,Alive,Fair,yellow,40.85065923,-73.9356084
6,Alive,Good,yellow,40.75232628,-74.00465155
