tree_dbh,status,health,spc_common,latitude,longitude
5,Alive,Good,red,40.7340672,-73.99713291
4,Alive,Good,red,40.73502558,-74.00250632
4,Alive,Good,red,40.74013381,-73.99736227
5,Alive,Good,red,40.75816571,-73.9599476
6,Alive,Fair,red,40.76092278,-73.97692281
6,Alive,Fair,red,40.76056476,-73.97607689
5,Alive,Poor,red,40.76406136,-73.97464568
6,Alive,Fair,red,40.76575599,-73.96994347
12,Alive,Good,red,40.80658042,-73.94043163
6,Alive,Good,red,40.73501047,-74.00260833
2,Alive,Good,red,40.7378862,-73.99047998
3,Alive,Good,red,40.74010396,-73.99729161
11,Alive,Good,red,40.80661442,-73.94051256
7,Alive,Fair,red,40.77591689,-73.97974145
5,Alive,Good,red,40.74018659,-73.9974872
5,Alive,Fair,red,40.76427428,-73.97515744
5,Alive,Fair,red,40.76358092,-73.97520938
4,Alive,Poor,red,40.76397124,-73.97442908
7,Alive,Good,red,40.7340869,-73.99717962
17,Alive,Good,red,40.80145321,-73.95741717
5,Alive,Good,red,40.73697053,-73.98667254
4,Alive,Good,red,40.7418726,-73.98625401
11,Alive,Good,red,40.73627909,-73.98699949
11,Alive,Good,red,40.80652487,-73.94016269
5,Alive,Fair,red,40.76415359,-73.97486736
3,Alive,Fair,red,40.80745657,-73.94086026
10,Alive,Good,red,40.73622227,-73.98704112
8,Alive,Fair,red,40.76021281,-73.97717211
6,Alive,Fair,red,40.80681467,-73.94098929
6,Alive,Good,red,40.73593984,-73.98724806
7,Alive,Fair,red,40.74261662,-73.98639263
7,Alive,Fair,red,40.76311644,-73.97457398
5,Alive,Fair,red,40.7611983,-73.97757381
10,Alive,Good,red,40.7363232,-73.98696717
7,Alive,Fair,red,40.72880585,-74.00059163
5,Alive,Fair,red,40.76112995,-73.97741232
7,Alive,Fair,red,40.76305844,-73.97443548
4,Alive,Good,red,40.80242709,-73.94257431
13,Alive,Good,red,40.80151467,-73.95737235
5,Alive,Fair,red,40.80676075,-73.94086094
5,Alive,Poor,red,40.76400128,-73.97450128
5,Alive,Fair,red,40.76429721,-73.97521254
5,Alive,Good,red,40.73692018,-73.98670941
6,Alive,Fair,red,40.76089768,-73.97686351
6,Alive,Fair,red,40.76087019,-73.97679854
17,Alive,Good,red,40.80717104,-73.94018059
7,Alive,Fair,red,40.72787749,-74.00126412
17,Alive,Good,red,40.80112043,-73.95732618
12,Alive,Good,red,40.80140328,-73.95745358
10,Alive,Good,red,40.80654988,-73.94035892
5,Alive,Poor,red,40.76412302,-73.97479389
13,Alive,Good,red,40.74246367,-73.9860296
20,Alive,Good,red,40.73478374,-74.00358356
5,Alive,Fair,red,40.76133859,-73.97790531
4,Alive,Good,red,40.74247652,-73.99957555
3,Alive,Good,red,40.73743641,-73.98551988
11,Alive,Good,red,40.76684876,-73.96933036
5,Alive,Fair,red,40.76061388,-73.97619296
11,Alive,Good,red,40.74194483,-74.00847496
4,Alive,Fair,red,40.7643204,-73.97526828
5,Alive,Fair,red,40.76123901,-73.97767001
10,Alive,Fair,red,40.76409167,-73.97471852
11,Alive,Good,red,40.80754077,-73.94106069
5,Alive,Good,red,40.77606532,-73.98174426
7,Alive,Good,red,40.80288672,-73.94588076
6,Alive,Good,red,40.74257859,-73.98630234
19,Alive,Good,red,40.73475517,-74.00376518
10,Alive,Good,red,40.73428951,-73.9998317
23,Alive,Good,red,40.73513048,-74.00124596
11,Alive,Good,red,40.73785637,-73.9904093
5,Alive,Good,red,40.73958632,-73.99606634
10,Alive,Good,red,40.7417403,-74.00862328
9,Alive,Good,red,40.74253975,-73.98621017
11,Alive,Poor,red,40.78344883,-73.95301547
6,Alive,Good,red,40.73910423,-73.99520854
3,Alive,Good,red,40.83248082,-73.94243566
7,Alive,Fair,red,40.74249644,-73.9866875
18,Alive,Fair,red,40.77588262,-73.98003597
10,Alive,Fair,red,40.73672331,-73.98685357
5,Alive,Fair,red,40.7609794,-73.98419891
9,Alive,Good,red,40.87076235,-73.91485416
10,Alive,Poor,red,40.76201717,-73.98614386
10,Alive,Good,red,40.73983006,-73.99848845
10,Alive,Good,red,40.73433667,-73.99986097
5,Alive,Good,red,40.73976236,-74.00057475
16,Alive,Good,red,40.76934325,-73.96191135
19,Alive,Good,red,40.87005565,-73.91576793
10,Alive,Good,red,40.76955251,-73.96272034
10,Alive,Good,red,40.73616736,-73.98708135
7,Alive,Good,red,40.74254544,-73.98665188
11,Alive,Good,red,40.72768545,-73.99459681
14,Alive,Good,red,40.73959868,-73.99505607
8,Alive,Good,red,40.77417122,-73.9789404
11,Alive,Good,red,40.77447884,-73.97797867
18,Alive,Fair,red,40.73518674,-74.00086812
4,Alive,Fair,red,40.76338918,-73.97474905
12,Alive,Good,red,40.74003991,-73.99743047
9,Alive,Good,red,40.73995755,-73.99723551
6,Alive,Good,red,40.7635556,-73.97514859
12,Alive,Good,red,40.85176961,-73.9317997
5,Alive,Good,red,40.73691752,-73.99380675
7,Alive,Good,red,40.74018277,-73.99776866
8,Alive,Good,red,40.74007189,-73.99750619
10,Alive,Fair,red,40.72970561,-73.99503718
8,Alive,Fair,red,40.72967614,-73.9949763
8,Alive,Good,red,40.80324713,-73.94673291
8,Alive,Good,red,40.73998553,-74.00110526
11,Alive,Fair,red,40.87233689,-73.91698651
11,Alive,Good,red,40.76952358,-73.96234042
8,Alive,Fair,red,40.72740988,-73.99404271
12,Alive,Poor,red,40.73511013,-74.00138265
7,Alive,Good,red,40.7346653,-74.00433656
15,Alive,Good,red,40.77512463,-73.97951321
9,Alive,Good,red,40.74000792,-73.99735476
11,Alive,Good,red,40.72737901,-73.99398131
8,Alive,Good,red,40.84539256,-73.93453173
6,Alive,Good,red,40.73678204,-73.98663434
11,Alive,Good,red,40.85276925,-73.93133383
17,Alive,Good,red,40.77543692,-73.9799957
11,Alive,Good,red,40.76960069,-73.96268575
11,Alive,Good,red,40.85074815,-73.93419702
4,Alive,Poor,red,40.76352263,-73.97506944
13,Alive,Good,red,40.74010547,-73.99758568
9,Alive,Good,red,40.73715593,-73.99290369
10,Alive,Good,red,40.73721396,-73.99286272
13,Alive,Good,red,40.7177442,-74.00258251
9,Alive,Good,red,40.74020623,-73.99782418
5,Alive,Fair,red,40.75977696,-73.97808394
4,Alive,Good,red,40.73192718,-74.00125699
6,Alive,Good,red,40.71601532,-74.00564217
6,Alive,Fair,red,40.72806215,-73.99789203
15,Alive,Good,red,40.76662091,-73.95707327
7,Alive,Good,red,40.85350234,-73.93237512
11,Alive,Good,red,40.77452563,-73.97808986
15,Alive,Fair,red,40.77495673,-73.97911425
6,Alive,Good,red,40.73150693,-74.00556216
7,Alive,Good,red,40.85183126,-73.9317553
6,Alive,Good,red,40.73960278,-73.99639574
10,Alive,Fair,red,40.72957227,-73.99476169
10,Alive,Good,red,40.7746676,-73.97842722
13,Alive,Good,red,40.80169432,-73.9569922
10,Alive,Good,red,40.72960085,-73.99482074
11,Alive,Good,red,40.73992263,-73.99715286
12,Alive,Fair,red,40.72954634,-73.99470811
10,Alive,Good,red,40.7634923,-73.97499663
14,Alive,Good,red,40.74013533,-73.99765635
4,Alive,Fair,red,40.73962943,-73.99645883
13,Alive,Good,red,40.77477346,-73.97841954
16,Alive,Good,red,40.76941098,-73.96207249
12,Alive,Good,red,40.77464622,-73.97811726
12,Alive,Good,red,40.73331706,-73.98146121
6,Alive,Good,red,40.73828851,-73.98665401
7,Alive,Good,red,40.73585426,-74.00183883
6,Alive,Fair,red,40.80338258,-73.93898272
9,Alive,Good,red,40.72952306,-73.99466001
17,Alive,Fair,red,40.77533787,-73.97976038
14,Alive,Good,red,40.73612721,-74.0019174
5,Alive,Fair,red,40.80334877,-73.93890248
9,Alive,Fair,red,40.72893001,-74.00131672
11,Alive,Good,red,40.72757172,-73.99436694
11,Alive,Good,red,40.8449533,-73.93350687
16,Alive,Good,red,40.78179795,-73.95493652
4,Alive,Good,red,40.78165487,-73.95459746
6,Alive,Fair,red,40.72813669,-73.99923406
9,Alive,Good,red,40.73603229,-74.00189007
8,Alive,Fair,red,40.76148843,-73.98019711
6,Alive,Good,red,40.72822514,-74.00191971
6,Alive,Good,red,40.78772018,-73.95391773
10,Alive,Poor,red,40.77540036,-73.97990884
13,Alive,Good,red,40.73984044,-74.00046493
12,Alive,Good,red,40.73488351,-73.98155043
9,Alive,Good,red,40.73811864,-73.9946729
4,Alive,Fair,red,40.74252385,-73.99968795
4,Alive,Good,red,40.74271471,-74.00375722
7,Alive,Good,red,40.7401746,-73.99929401
6,Alive,Poor,red,40.76166373,-73.9806108
8,Alive,Poor,red,40.76154214,-73.98032386
5,Alive,Poor,red,40.76342294,-73.9748301
7,Alive,Fair,red,40.73621676,-74.00194317
7,Alive,Fair,red,40.72830289,-74.00185319
9,Alive,Good,red,40.73907701,-73.9994271
11,Alive,Good,red,40.73820686,-73.98671342
11,Alive,Fair,red,40.73590949,-74.00185473
6,Alive,Fair,red,40.80341319,-73.93905538
13,Alive,Fair,red,40.73624695,-73.98450707
7,Alive,Fair,red,40.73108614,-73.99376614
10,Alive,Good,red,40.7383608,-73.98660142
6,Alive,Poor,red,40.73630279,-73.98463883
9,Alive,Good,red,40.7423685,-74.00293675
12,Alive,Good,red,40.77469409,-73.97823097
19,Alive,Good,red,40.78159132,-73.95444687
7,Alive,Good,red,40.73951135,-74.00654045
6,Alive,Good,red,40.80591319,-73.93914306
8,Alive,Good,red,40.73663373,-73.98674182
15,Alive,Poor,red,40.72793285,-74.00161109
5,Alive,Poor,red,40.76172813,-73.98076279
12,Alive,Fair,red,40.77602017,-73.97993566
5,Alive,Fair,red,40.73130135,-73.99241246
5,Alive,Good,red,40.73337615,-73.9816038
5,Alive,Good,red,40.7664423,-73.97998173
7,Alive,Fair,red,40.73596687,-74.00187124
11,Alive,Fair,red,40.7309426,-73.99342107
12,Alive,Good,red,40.74091885,-74.00881901
13,Alive,Good,red,40.7751165,-73.97923447
10,Alive,Fair,red,40.77593327,-73.97999904
7,Alive,Good,red,40.73669743,-73.98669566
8,Alive,Good,red,40.73658541,-73.98677683
7,Alive,Poor,red,40.74244936,-73.98672173
10,Alive,Good,red,40.72761721,-73.99445889
9,Alive,Good,red,40.72743985,-73.99410231
12,Alive,Good,red,40.77537363,-73.97984535
18,Alive,Good,red,40.78173453,-73.95478625
3,Alive,Good,red,40.8072669,-73.94154277
12,Alive,Good,red,40.78801792,-73.95409144
7,Alive,Good,red,40.78174559,-73.95405105
8,Alive,Good,red,40.73986346,-73.99701279
8,Alive,Good,red,40.85266122,-73.93141268
12,Alive,Good,red,40.72939681,-73.97483695
8,Alive,Good,red,40.71781178,-74.00272054
8,Alive,Fair,red,40.80306081,-73.9421326
11,Alive,Good,red,40.73757932,-73.98516434
4,Alive,Good,red,40.73773427,-73.99375653
13,Alive,Good,red,40.73690452,-73.99599407
4,Alive,Good,red,40.74007024,-73.99904825
16,Alive,Good,red,40.78808251,-73.954245
10,Alive,Good,red,40.73616582,-74.00192851
6,Alive,Poor,red,40.76143472,-73.98007035
7,Alive,Good,red,40.84930826,-73.93544271
7,Alive,Good,red,40.84942095,-73.93536003
15,Alive,Good,red,40.7351341,-73.98214467
14,Alive,Good,red,40.73494167,-73.98168834
13,Alive,Good,red,40.73769175,-73.9850834
8,Alive,Good,red,40.78511927,-73.94136217
3,Alive,Good,red,40.80715705,-73.94162468
10,Alive,Good,red,40.78820477,-73.95453569
6,Alive,Good,red,40.73889306,-74.00029267
5,Alive,Good,red,40.73971945,-74.00543754
6,Alive,Good,red,40.77530653,-73.98045537
15,Alive,Good,red,40.73645156,-73.99449094
14,Alive,Good,red,40.74117085,-74.00874939
17,Alive,Good,red,40.72796963,-74.00168552
12,Alive,Good,red,40.79857051,-73.95201886
12,Alive,Fair,red,40.80651217,-73.94026913
12,Alive,Good,red,40.74065361,-74.000422
9,Alive,Good,red,40.78508412,-73.94127881
14,Alive,Good,red,40.73686746,-73.99590556
12,Alive,Fair,red,40.73159723,-73.9931127
10,Alive,Good,red,40.73804309,-73.99449279
4,Alive,Good,red,40.78838791,-73.9549711
9,Alive,Good,red,40.73169186,-73.99333665
4,Alive,Good,red,40.78814391,-73.95439098
7,Alive,Good,red,40.73630256,-73.99413826
8,Alive,Good,red,40.78370958,-73.95390081
18,Alive,Good,red,40.73046029,-73.99012431
9,Alive,Good,red,40.78515136,-73.94143828
5,Alive,Good,red,40.72875203,-74.00024059
17,Alive,Fair,red,40.73160672,-73.99284237
7,Alive,Fair,red,40.7300799,-73.99390589
8,Alive,Good,red,40.80728741,-73.95606104
4,Alive,Poor,red,40.78365514,-73.95377124
9,Alive,Fair,red,40.75508147,-73.97276829
11,Alive,Good,red,40.74085717,-74.0088349
7,Alive,Fair,red,40.72747584,-73.99248147
9,Alive,Fair,red,40.78382297,-73.9541707
6,Alive,Poor,red,40.84961177,-73.9361402
8,Alive,Good,red,40.76877863,-73.96225877
7,Alive,Good,red,40.7685706,-73.96176446
8,Alive,Fair,red,40.78378553,-73.95408158
11,Alive,Fair,red,40.78427408,-73.95396575
6,Alive,Poor,red,40.73136454,-73.99226801
6,Alive,Fair,red,40.71782515,-74.00274784
10,Alive,Good,red,40.73393352,-73.99656028
9,Alive,Fair,red,40.73131797,-73.99215756
7,Alive,Poor,red,40.73134,-73.99250393
15,Alive,Good,red,40.73208683,-73.98411916
6,Alive,Fair,red,40.7316586,-73.98308717
16,Alive,Good,red,40.87052135,-73.91857299
15,Alive,Good,red,40.73791109,-73.99590815
11,Alive,Good,red,40.71787417,-74.00284794
10,Alive,Fair,red,40.73191844,-73.99387287
4,Alive,Fair,red,40.79085963,-73.95275783
9,Alive,Good,red,40.7550634,-73.97272534
10,Alive,Poor,red,40.7351734,-74.00164115
15,Alive,Good,red,40.87060498,-73.91845227
18,Alive,Fair,red,40.73276139,-73.98396342
6,Alive,Good,red,40.73017144,-73.99395688
12,Alive,Fair,red,40.78439485,-73.95387848
10,Alive,Good,red,40.77507353,-73.98407177
4,Alive,Good,red,40.78374729,-73.95399057
8,Alive,Good,red,40.73724711,-73.98507721
6,Alive,Fair,red,40.73197308,-73.99400219
4,Alive,Fair,red,40.79092511,-73.95291322
7,Alive,Good,red,40.79995754,-73.9545629
12,Alive,Good,red,40.73728373,-73.98516398
14,Alive,Good,red,40.73214046,-73.98424839
11,Alive,Good,red,40.74110581,-74.00876881
5,Alive,Good,red,40.72870435,-74.0001432
15,Alive,Good,red,40.78131189,-73.97819041
5,Alive,Fair,red,40.78608759,-73.95171472
9,Alive,Good,red,40.76863826,-73.96192523
15,Alive,Good,red,40.87129174,-73.91730303
14,Alive,Good,red,40.73713686,-73.98481595
8,Alive,Fair,red,40.75690307,-73.96739413
11,Alive,Good,red,40.73731939,-73.99450256
10,Alive,Good,red,40.73719578,-73.99420894
4,Alive,Fair,red,40.73013322,-73.99426329
6,Alive,Fair,red,40.766,-73.97119807
7,Alive,Good,red,40.71788635,-74.00287282
8,Alive,Fair,red,40.75500561,-73.97258795
6,Alive,Good,red,40.73765634,-73.99357073
4,Alive,Poor,red,40.8489544,-73.93550405
14,Alive,Good,red,40.87065049,-73.91838657
17,Alive,Good,red,40.7659726,-73.97113302
3,Alive,Good,red,40.73046112,-73.99371387
5,Alive,Poor,red,40.74609136,-73.99653871
6,Alive,Good,red,40.73052636,-73.99365913
5,Alive,Poor,red,40.82193731,-73.95141675
4,Alive,Fair,red,40.80743587,-73.94494569
8,Alive,Fair,red,40.7686041,-73.96184406
11,Alive,Good,red,40.87136825,-73.91719729
4,Alive,Fair,red,40.73040744,-73.9937589
7,Alive,Good,red,40.75100728,-73.99788018
14,Alive,Good,red,40.87144173,-73.91709575
7,Alive,Good,red,40.73156679,-73.99675003
3,Alive,Good,red,40.78344908,-73.95133046
5,Alive,Poor,red,40.78618545,-73.95194889
5,Alive,Good,red,40.73699243,-73.99372589
6,Alive,Good,red,40.8698202,-73.91994765
11,Alive,Good,red,40.80639516,-73.94419087
5,Alive,Good,red,40.72796082,-74.00106327
6,Alive,Good,red,40.82275874,-73.9478329
5,Alive,Good,red,40.73705941,-73.99388501
8,Alive,Good,red,40.73701954,-73.9937903
7,Alive,Good,red,40.77517998,-73.98027915
10,Alive,Good,red,40.86851888,-73.92371853
9,Alive,Good,red,40.73083409,-73.99340097
5,Alive,Poor,red,40.76658648,-73.96933534
4,Alive,Fair,red,40.76623364,-73.96959423
8,Alive,Good,red,40.73165361,-73.9966865
8,Alive,Good,red,40.78615213,-73.95186915
3,Alive,Good,red,40.82554251,-73.94639709
9,Alive,Fair,red,40.76606904,-73.97136196
8,Alive,Fair,red,40.73147854,-73.99681462
4,Alive,Good,red,40.78621718,-73.95202484
8,Alive,Good,red,40.75096114,-73.99791367
4,Alive,Good,red,40.8253963,-73.94604811
17,Alive,Good,red,40.74998906,-73.99594003
5,Alive,Good,red,40.78349214,-73.95143241
18,Alive,Good,red,40.78002785,-73.98080748
7,Alive,Good,red,40.78612409,-73.95180206
11,Alive,Fair,red,40.78020143,-73.9812147
13,Alive,Good,red,40.78006893,-73.98090385
11,Alive,Good,red,40.86755553,-73.92649505
14,Alive,Good,red,40.80619482,-73.94371875
12,Alive,Good,red,40.86849146,-73.92379503
5,Alive,Poor,red,40.76638106,-73.96948607
14,Alive,Good,red,40.72625533,-73.993513
5,Alive,Fair,red,40.73307144,-73.98241669
6,Alive,Fair,red,40.76080451,-73.97664336
13,Alive,Good,red,40.74180567,-74.00857588
3,Alive,Good,red,40.74184466,-73.98618773
6,Alive,Good,red,40.73598611,-73.98721415
5,Alive,Fair,red,40.7610541,-73.98415085
5,Alive,Fair,red,40.80655596,-73.94285512
9,Alive,Good,red,40.73189322,-73.99443206
9,Alive,Good,red,40.73143368,-73.99425714
13,Alive,Good,red,40.73194826,-73.99438448
5,Alive,Fair,red,40.83575001,-73.94322952
5,Alive,Fair,red,40.78605533,-73.95163751
9,Alive,Good,red,40.73115397,-73.99360041
10,Alive,Good,red,40.74249369,-73.99598621
4,Alive,Fair,red,40.80648281,-73.94268133
16,Alive,Good,red,40.73205237,-73.99429446
9,Alive,Good,red,40.82446769,-73.94775948
15,Alive,Good,red,40.73399062,-74.00120041
7,Alive,Good,red,40.73501611,-73.985227
5,Alive,Good,red,40.73028851,-73.99385867
6,Alive,Good,red,40.86422431,-73.92395653
7,Alive,Good,red,40.73630342,-73.98716005
10,Alive,Fair,red,40.73201155,-73.99432976
6,Alive,Fair,red,40.81907486,-73.95462389
9,Alive,Good,red,40.82167141,-73.94830287
10,Alive,Good,red,40.74252714,-73.9960658
28,Alive,Fair,red,40.82310398,-73.94865052
4,Alive,Good,red,40.73034589,-73.99381053
4,Alive,Fair,red,40.80658948,-73.94293475
5,Alive,Good,red,40.8234878,-73.94996853
8,Alive,Good,red,40.75494369,-73.97244077
4,Alive,Fair,red,40.78542987,-73.953598
9,Alive,Good,red,40.74186342,-73.99713189
5,Alive,Poor,red,40.82186676,-73.95154322
13,Alive,Good,red,40.74017198,-73.99591785
7,Alive,Fair,red,40.851943,-73.93167484
10,Alive,Good,red,40.74022782,-73.99787529
10,Alive,Good,red,40.78563745,-73.95263186
7,Alive,Good,red,40.73333183,-73.98303554
6,Alive,Good,red,40.82278701,-73.94789986
7,Alive,Good,red,40.73168408,-73.99461289
11,Alive,Fair,red,40.82443289,-73.94767746
5,Alive,Fair,red,40.78620544,-73.95397983
10,Alive,Fair,red,40.76251701,-73.95677116
9,Alive,Good,red,40.82345431,-73.95002579
6,Alive,Fair,red,40.72793252,-74.00121785
9,Alive,Good,red,40.73136905,-73.99410539
4,Alive,Good,red,40.82219357,-73.94793789
4,Alive,Fair,red,40.80667513,-73.94313824
18,Alive,Good,red,40.73210742,-73.99402992
4,Alive,Fair,red,40.73923213,-73.9882291
8,Alive,Good,red,40.8234091,-73.95010308
7,Alive,Fair,red,40.82419515,-73.94711725
8,Alive,Good,red,40.73119661,-73.99370052
9,Alive,Good,red,40.82644262,-73.94499452
5,Alive,Fair,red,40.78532066,-73.95161736
7,Alive,Good,red,40.74175292,-73.99721221
14,Alive,Good,red,40.82447567,-73.94641184
5,Alive,Good,red,40.78814867,-73.94732107
19,Alive,Good,red,40.7320188,-73.99381974
13,Alive,Good,red,40.73313376,-73.9949217
8,Alive,Good,red,40.81902178,-73.95449738
3,Alive,Good,red,40.73488753,-73.98492216
11,Alive,Fair,red,40.80747452,-73.94551608
7,Alive,Fair,red,40.82224333,-73.9485518
8,Alive,Good,red,40.73303399,-73.99468417
11,Alive,Good,red,40.74171689,-73.9972384
7,Alive,Good,red,40.74200707,-73.99702749
11,Alive,Good,red,40.80725579,-73.94567924
4,Alive,Poor,red,40.82178554,-73.95134967
16,Alive,Good,red,40.76226849,-73.95695291
5,Alive,Fair,red,40.77462656,-73.98385138
11,Alive,Good,red,40.74197327,-73.99627793
15,Alive,Good,red,40.82424402,-73.9518201
8,Alive,Poor,red,40.76256498,-73.95673607
6,Alive,Fair,red,40.72899656,-73.99746248
7,Alive,Good,red,40.7414429,-73.99683804
11,Alive,Good,red,40.80987521,-73.95894941
13,Alive,Good,red,40.75035694,-73.99681989
7,Alive,Good,red,40.74178895,-73.99718602
5,Alive,Fair,red,40.72893545,-73.99733784
7,Alive,Fair,red,40.72905529,-73.99758228
10,Alive,Poor,red,40.76272186,-73.95662134
16,Alive,Good,red,40.76284756,-73.95652941
5,Alive,Poor,red,40.82182456,-73.95144265
7,Alive,Good,red,40.74142293,-73.9967907
5,Alive,Good,red,40.82320704,-73.95023524
8,Alive,Fair,red,40.73088881,-73.99429273
9,Alive,Fair,red,40.7857667,-73.95268015
10,Alive,Good,red,40.82315629,-73.94852352
9,Alive,Good,red,40.80719658,-73.94572341
10,Alive,Fair,red,40.7626144,-73.95669993
5,Alive,Fair,red,40.76529017,-73.95474779
5,Alive,Good,red,40.73330863,-73.99533802
10,Alive,Fair,red,40.82228915,-73.94866336
9,Alive,Good,red,40.82554535,-73.94547331
4,Alive,Good,red,40.77464239,-73.98396027
3,Alive,Good,red,40.74194457,-73.99620973
6,Alive,Good,red,40.73127278,-73.99387934
7,Alive,Good,red,40.8224003,-73.94778791
5,Alive,Fair,red,40.75735644,-73.96847095
5,Alive,Good,red,40.80691266,-73.94152562
6,Alive,Good,red,40.73462457,-73.9827711
8,Alive,Good,red,40.74119453,-73.99624913
5,Alive,Good,red,40.74122594,-73.99632362
6,Alive,Fair,red,40.75738436,-73.96853726
4,Alive,Good,red,40.78852482,-73.94750452
9,Alive,Fair,red,40.73502257,-74.00027164
4,Alive,Good,red,40.78845049,-73.94732751
9,Alive,Good,red,40.73102498,-73.99329754
7,Alive,Poor,red,40.76245703,-73.95681502
13,Alive,Good,red,40.742175,-73.99675725
11,Alive,Fair,red,40.72292083,-73.98182971
6,Alive,Good,red,40.80686848,-73.94141991
11,Alive,Fair,red,40.80274298,-73.94165218
5,Alive,Good,red,40.82326101,-73.95014402
6,Alive,Fair,red,40.76462197,-73.95523532
10,Alive,Good,red,40.82540782,-73.94557298
9,Alive,Good,red,40.77716499,-73.97882712
15,Alive,Good,red,40.76211017,-73.95706869
10,Alive,Good,red,40.82542052,-73.94417381
10,Alive,Good,red,40.82213602,-73.94829055
9,Alive,Good,red,40.80684004,-73.94184846
9,Alive,Good,red,40.73090832,-73.99302365
11,Alive,Good,red,40.80993515,-73.95890545
14,Alive,Good,red,40.80966901,-73.95910062
8,Alive,Good,red,40.80658725,-73.94074702
7,Alive,Good,red,40.74161951,-73.9954374
7,Alive,Good,red,40.74166257,-73.9955397
9,Alive,Good,red,40.80688884,-73.94181233
4,Alive,Good,red,40.72288918,-73.9817546
4,Alive,Good,red,40.74245565,-73.99198159
7,Alive,Good,red,40.80695023,-73.94161551
5,Alive,Fair,red,40.7271067,-73.98264585
10,Alive,Good,red,40.78508933,-73.95301607
5,Alive,Fair,red,40.81960142,-73.95367499
5,Alive,Good,red,40.7268743,-73.98281512
5,Alive,Good,red,40.72628682,-73.98324303
11,Alive,Good,red,40.72704259,-73.98269254
13,Alive,Good,red,40.72736046,-73.98246101
8,Alive,Good,red,40.741837,-73.9971511
5,Alive,Fair,red,40.74126055,-73.99640567
9,Alive,Fair,red,40.76438867,-73.95540553
9,Alive,Good,red,40.74183055,-73.99593881
7,Alive,Fair,red,40.78860155,-73.94768721
8,Alive,Good,red,40.78513039,-73.95311329
7,Alive,Good,red,40.74206603,-73.99649833
8,Alive,Good,red,40.74169932,-73.99219102
7,Alive,Good,red,40.87069437,-73.91814245
7,Alive,Fair,red,40.87223685,-73.9176433
11,Alive,Good,red,40.82238862,-73.94890555
11,Alive,Good,red,40.74210616,-73.99659369
15,Alive,Good,red,40.75044289,-73.99702546
7,Alive,Good,red,40.73285181,-73.99379661
13,Alive,Good,red,40.74172451,-73.99225106
10,Alive,Fair,red,40.82183861,-73.94836285
7,Alive,Good,red,40.82003177,-73.94969541
4,Alive,Good,red,40.80668117,-73.94097174
5,Alive,Fair,red,40.7263538,-73.98319424
11,Alive,Good,red,40.7278831,-74.0071252
11,Alive,Good,red,40.7503937,-73.99690781
10,Alive,Good,red,40.73292233,-73.99373532
4,Alive,Good,red,40.74249633,-73.99207737
12,Alive,Good,red,40.80980568,-73.9590004
5,Alive,Fair,red,40.7376311,-73.99024919
6,Alive,Fair,red,40.75105606,-73.99784477
4,Alive,Good,red,40.7425437,-73.99218891
13,Alive,Good,red,40.74246129,-73.99590914
3,Alive,Fair,red,40.72719,-73.98258516
22,Alive,Good,red,40.73385558,-74.00079307
11,Alive,Good,red,40.75047713,-73.9973837
8,Alive,Good,red,40.75024096,-73.99681966
6,Alive,Good,red,40.8287154,-73.9425366
18,Alive,Good,red,40.72457811,-73.99260141
4,Alive,Good,red,40.82079746,-73.94913493
11,Alive,Good,red,40.78464654,-73.95170025
7,Alive,Good,red,40.73253826,-74.00047578
11,Alive,Good,red,40.78920824,-73.97473184
3,Alive,Good,red,40.82007974,-73.94966029
11,Alive,Good,red,40.78622268,-73.95301906
14,Alive,Fair,red,40.7242261,-73.97935274
11,Alive,Good,red,40.79235124,-73.94458295
3,Alive,Good,red,40.82860459,-73.94786334
10,Alive,Fair,red,40.72399653,-73.97853788
7,Alive,Fair,red,40.75012129,-73.99653385
8,Alive,Good,red,40.78608815,-73.95344032
5,Alive,Fair,red,40.72468964,-73.98045421
9,Alive,Good,red,40.78416078,-73.95205443
11,Alive,Good,red,40.81983939,-73.94983623
7,Alive,Good,red,40.73769869,-73.99023365
5,Alive,Fair,red,40.72650097,-73.98308704
10,Alive,Good,red,40.78472245,-73.95164505
8,Alive,Good,red,40.75080257,-73.99788572
14,Alive,Good,red,40.87092357,-73.91596477
6,Alive,Good,red,40.74981496,-73.99580225
8,Alive,Fair,red,40.72670456,-73.98293875
4,Alive,Good,red,40.74241524,-73.99188643
9,Alive,Good,red,40.80679124,-73.94188459
6,Alive,Good,red,40.81957886,-73.95362123
6,Alive,Good,red,40.73411564,-73.99724779
10,Alive,Good,red,40.75073037,-73.99771304
7,Alive,Good,red,40.80682536,-73.94131673
8,Alive,Fair,red,40.81988688,-73.94980147
4,Alive,Poor,red,40.78841704,-73.94724786
9,Alive,Good,red,40.80659413,-73.94203053
10,Alive,Fair,red,40.82189645,-73.94832134
6,Alive,Good,red,40.72744305,-73.98240085
16,Alive,Good,red,40.75049526,-73.99715071
7,Alive,Fair,red,40.75339858,-73.97294071
7,Alive,Fair,red,40.73401267,-73.98491854
7,Alive,Good,red,40.78483417,-73.95403329
13,Alive,Fair,red,40.72277984,-73.9814952
4,Alive,Good,red,40.72782372,-74.00713488
9,Alive,Fair,red,40.78909436,-73.9744598
10,Alive,Good,red,40.81998283,-73.94973123
9,Alive,Good,red,40.75019463,-73.996709
11,Alive,Good,red,40.750161,-73.99662869
8,Alive,Fair,red,40.78611371,-73.95309858
